support_threshold,test_index,primary_actions,expanded_actions,true_safe_actions,primary_action,selected_action,true_responsive_action,primary_regret,selected_regret,incremental_regret,beneficial_expansion,harmful_expansion,responsive_recovered,distance_action_1,distance_action_2,distance_action_3,safety_score_1,safety_score_2,safety_score_3,downside_score_1,downside_score_2,downside_score_3
4.5,49,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,1.840314443249201,1.840314443249201,1.840314443249201,0.853458333333333,0.04435416666666667,0.7602356150793648,0.006221364149157478,0.0,0.0
4.5,50,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.8403382926599163,1.8403382926599163,1.8403382926599163,0.09273809523809523,0.19989087301587305,0.8846644483988234,0.014110779751905955,0.0,0.0
4.5,51,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,1.9059361330394111,1.9059361330394111,1.9059361330394111,0.8577648809523807,0.029333333333333333,0.9480570436507937,0.0071008122067686905,0.0,0.0
4.5,52,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.134404738344265,2.134404738344265,2.134404738344265,0.6550967261904762,0.11875892857142858,0.7475069895382397,0.03565903384525318,0.00026794578454324234,7.347583788843164e-05
4.5,53,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,1.8554495418290138,1.8554495418290138,1.8554495418290138,0.7118095238095239,0.05633333333333334,0.6811175421800418,0.018502264837540753,0.0003985072138057794,9.961517977116989e-05
4.5,54,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.4084579721497383,1.4084579721497383,1.4084579721497383,0.08210416666666667,0.8460446428571428,0.8261678755272502,0.005934444747646888,0.0,0.0
4.5,55,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,5.010021190965499,5.010021190965499,5.010021190965499,0.7655937500000002,0.3816106150793653,0.925409902597403,0.04460445231202162,0.00013574936618764748,0.00016764635200797903
4.5,56,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,3.432262997014141,3.432262997014141,3.432262997014141,0.3275654761904762,0.1353749999999999,0.7112175404252606,0.047423691618454666,0.0018190551332252253,0.0029025627055316847
4.5,57,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.601436875039647,2.601436875039647,2.601436875039647,0.5979166666666665,0.13485416666666666,0.7833823131525338,0.0421061335673528,0.0015011145224479911,0.002870978576422809
4.5,58,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.2201799493333993,3.2201799493333993,3.2201799493333993,0.25093303571428577,0.6097351190476191,0.751781746031746,0.05235883008873273,0.000809785638086825,0.0004948435324688677
4.5,59,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.528054650230097,2.528054650230097,2.528054650230097,0.09879166666666667,0.8970863095238093,0.8180183219558218,0.012051574708218375,0.0,0.0
4.5,60,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.8471170694459818,2.8471170694459818,2.8471170694459818,0.603017857142857,0.08381249999999998,0.7689419330669329,0.011938327103978859,4.265564749768779e-06,4.265564749768779e-06
4.5,61,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,2.406410024618552,2.406410024618552,2.406410024618552,0.21116666666666664,0.5577564484126988,0.8426969835719835,0.013680686666661472,0.0,5.687419666358372e-06
4.5,62,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,7.761045165956389,7.761045165956389,7.761045165956389,0.08749305555555557,0.8773244047619048,0.8382778679653679,0.04991875043077653,0.0007638969302730996,0.00218658467476788
4.5,63,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.966550728565929,2.966550728565929,2.966550728565929,0.6991220238095235,0.12714583333333335,0.6646400162337662,0.037386729881762316,0.0009427986013131933,0.0022452789186694073
4.5,64,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.0129186602562696,2.0129186602562696,2.0129186602562696,0.6905520833333334,0.09790922619047619,0.7644247835497837,0.028064883641592427,0.0,0.0
4.5,65,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.7095637367327794,1.7095637367327794,1.7095637367327794,0.058395833333333334,0.6276835317460318,0.9089112103174604,0.03787488887336311,0.0,0.0
4.5,66,1,1|3,3,1,1,3,0.03138122831986774,0.03138122831986774,0.0,0,0,1,2.202656400095338,2.202656400095338,2.202656400095338,0.6971041666666664,0.115860119047619,0.6637871791198995,0.03429307173858844,0.0016197724826876104,0.002108375803172917
4.5,67,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.699404146380945,2.699404146380945,2.699404146380945,0.607186011904762,0.14168154761904758,0.7841066468253969,0.04360465634277897,0.0006883300485528808,0.0020803511824398317
4.5,68,1,1,1,1,1,1,0.057717810433482175,0.057717810433482175,0.0,0,0,0,3.6384464929333986,3.6384464929333986,3.6384464929333986,0.46729464285714306,0.058416666666666665,0.400325224407945,0.03284494675367072,0.029743651614396568,0.013365219376548674
4.5,69,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.532141525705946,2.532141525705946,2.532141525705946,0.6491874999999999,0.1405535714285714,0.7892260180587385,0.03798063070153749,0.0010449834652060499,0.0026141871077540336
4.5,70,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.252335669093159,2.252335669093159,2.252335669093159,0.7268958333333333,0.08574999999999999,0.7884196255133753,0.02308663143034584,0.0,0.0
4.5,71,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.6108883164543637,1.6108883164543637,1.6108883164543637,0.13404166666666664,0.34210416666666665,0.8012914325258076,0.0015778132923001177,0.0,5.687419666358372e-06
4.5,72,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.1732534718631684,2.1732534718631684,2.1732534718631684,0.5904970238095237,0.06591666666666667,0.830152560266531,0.04072806489690741,0.0004930511515659514,0.0002609712046401773
4.5,73,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,7.662269101649455,7.662269101649455,7.662269101649455,0.7564895833333333,0.11050297619047621,0.592674918831168,0.013311526687831744,0.001002217981458769,0.0014154448317237876
4.5,74,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,8.48303135587498,8.48303135587498,8.48303135587498,0.7851354166666665,0.1613958333333333,0.5464482774170264,0.012256552742049958,0.0011166395238975716,0.0015456300137761494
5.0,0,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.286780037249999,2.286780037249999,2.286780037249999,0.2266964285714286,0.7041666666666666,0.7201162205849707,0.0013639565151397184,0.0,5.687419666358372e-06
5.0,1,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.3302594566414387,2.3302594566414387,2.3302594566414387,0.3953020833333331,0.5549895833333334,0.49287465312465245,0.017422383517089007,0.0006950249005539919,0.00042820585099502534
5.0,2,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.630963795753651,2.630963795753651,2.630963795753651,0.15877083333333333,0.806540674603174,0.7435141056859801,0.006505184989279298,0.0,5.687419666358372e-06
5.0,3,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,2.4176762392259903,2.4176762392259903,2.4176762392259903,0.21929166666666663,0.5484280753968256,0.9007276924464425,0.022245641309294597,0.0004198350375546233,0.00010814630927070745
5.0,4,1,1,1,1,1,1,0.0,0.0,0.0,0,0,0,3.337153836053883,3.337153836053883,3.337153836053883,0.3826294642857141,0.1486488095238095,0.5006719505984206,0.03195580171261871,0.018398789619170776,0.006625414485832121
5.0,5,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.394287005222311,2.394287005222311,2.394287005222311,0.49937500000000007,0.10806249999999996,0.715982187950938,0.028855001659452845,0.0014127547581063054,0.0004267160053551189
5.0,6,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.914216234166171,1.914216234166171,1.914216234166171,0.4764032738095237,0.15684672619047618,0.7329811958874457,0.05153498925455573,0.0006950249005539919,0.00042251843132866694
5.0,7,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,5.230596976870318,5.230596976870318,5.230596976870318,0.5331116071428572,0.41267906746031763,0.8429954534844241,0.051950175096428894,0.0010372656221261359,0.0009446088274530341
5.0,8,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.459076712560999,2.459076712560999,2.459076712560999,0.7634082341269839,0.09911011904761902,0.788214285714286,0.02088937937917533,0.0007414277812436534,0.0020803511824398317
5.0,9,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,2.9304442646253137,2.9304442646253137,2.9304442646253137,0.09441666666666666,0.8166478174603178,0.8809841269841269,0.020232003820525177,0.0006449349878687604,0.0020239376035504747
5.0,10,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.8564885707493488,1.8564885707493488,1.8564885707493488,0.05820833333333333,0.49079662698412696,0.8780245535714286,0.008948347632850585,0.0006449349878687604,0.0020239376035504747
5.0,11,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.2246031799264525,2.2246031799264525,2.2246031799264525,0.8801815476190477,0.10020238095238093,0.8348859126984128,0.008707973886357247,0.0006449349878687604,0.0020239376035504747
5.0,12,2|3,2|3,1|2|3,2,2,1,0.0,0.0,0.0,0,0,0,2.1617350968638416,2.1617350968638416,2.1617350968638416,0.7601235119047621,0.3727023809523811,0.76071626984127,0.02895618168918471,4.33950606841204e-05,5.641357888935652e-05
5.0,13,1|2|3,1|2|3,1|2|3,1,1,1,0.0,0.0,0.0,0,0,0,1.5512685364252374,1.5512685364252374,1.5512685364252374,0.8469166666666665,0.188485119047619,0.5009703872516369,0.001488691686413017,0.0,5.687419666358372e-06
5.0,14,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.6057072454505694,1.6057072454505694,1.6057072454505694,0.06777083333333334,0.7928154761904764,0.8752167797480297,0.010825750416238915,5.7363297440541584e-05,0.0
5.0,15,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.14925549942442,2.14925549942442,2.14925549942442,0.6171696428571428,0.07501488095238097,0.9420213293650795,0.04716102167136563,0.0006950249005539919,0.00042251843132866694
5.0,16,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.2965800876411087,2.2965800876411087,2.2965800876411087,0.5310238095238096,0.03986309523809523,0.6592033730158728,0.024408256191010943,0.0010497047848667355,0.002212965555122172
5.0,17,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.411690393788684,2.411690393788684,2.411690393788684,0.05580555555555556,0.31542658730158735,0.9396458333333332,0.05443928697827945,0.000702298285309302,0.0020239376035504747
5.0,18,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.32435469248428,3.32435469248428,3.32435469248428,0.07105059523809525,0.8304107142857141,0.8834092261904761,0.03825031919240943,0.00011952308575422093,5.641357888935652e-05
5.0,19,1|2|3,1|2|3,2|3,1,1,2,0.09518820021482474,0.09518820021482474,0.0,0,0,0,1.9639524069829328,1.9639524069829328,1.9639524069829328,0.8397708333333334,0.16550892857142854,0.544751989330114,0.008468220588418287,0.0,5.687419666358372e-06
5.0,20,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.2671989606420686,2.2671989606420686,2.2671989606420686,0.03539583333333332,0.30599603174603174,0.9646011904761906,0.06719934978693107,5.7363297440541584e-05,0.0
5.0,21,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.8296315073179525,1.8296315073179525,1.8296315073179525,0.1043125,0.2643531746031747,0.8840114087301589,0.03086612559307831,0.0006449349878687604,0.0020239376035504747
5.0,22,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.933028782104835,1.933028782104835,1.933028782104835,0.08689583333333334,0.31177182539682546,0.9288958333333333,0.040856763871749385,0.0006449349878687604,0.0020239376035504747
5.0,23,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,2.2108971444598815,2.2108971444598815,2.2108971444598815,0.3708229166666666,0.6562991071428573,0.813746941579662,0.029351273170572872,0.0024049294640973917,0.0035751462416759834
5.0,24,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.122491408620216,3.122491408620216,3.122491408620216,0.12383531746031742,0.847958333333333,0.9151572420634921,0.0362608068794431,3.616255057010034e-05,0.0
5.0,25,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.300322722322292,1.300322722322292,1.300322722322292,0.11962499999999998,0.7487500000000001,0.7688397054334556,0.0018118821166499418,0.0,5.687419666358372e-06
5.0,26,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.180914742347288,2.180914742347288,2.180914742347288,0.12087499999999997,0.817787698412698,0.8326242247335994,0.0068772195522923355,0.0,0.0
5.0,27,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.35123826392201,2.35123826392201,2.35123826392201,0.8090625,0.19272371031746033,0.892186507936508,0.015294872310324194,0.0,0.0
5.0,28,3,3,1|2|3,3,3,1,0.0,0.0,0.0,0,0,0,3.6547725628088457,3.6547725628088457,3.6547725628088457,0.4159156746031747,0.1693095238095238,0.7070477092352091,0.05196246095550455,0.00018968307744406888,0.0006370362584078815
5.0,29,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.4698216716611765,1.4698216716611765,1.4698216716611765,0.05745833333333335,0.8049404761904762,0.8170010059385058,0.012271214273829689,0.0,5.687419666358372e-06
5.0,30,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.587027798642436,2.587027798642436,2.587027798642436,0.6619375,0.07770833333333332,0.6533384428071924,0.006740867548142701,0.0,0.0
5.0,31,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.048313693668767,2.048313693668767,2.048313693668767,0.14979166666666668,0.6337772817460319,0.8595318050005549,0.024252675014986763,4.6210284789161776e-05,2.9858953248381453e-05
5.0,32,3,2|3,3,3,2,3,0.0,0.03348088192022192,0.03348088192022192,0,1,0,2.700623419957595,2.700623419957595,2.700623419957595,0.026229166666666668,0.8696041666666667,0.9340019841269839,0.06553614030694134,2.9574582265063535e-05,3.805455902846808e-05
5.0,33,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.5366818958054447,2.5366818958054447,2.5366818958054447,0.5348720238095236,0.08725,0.7782748917748918,0.0504887108885491,4.663684126413866e-05,2.914802579008666e-05
5.0,34,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,4.3453411045750965,4.3453411045750965,4.3453411045750965,0.2776488095238095,0.1998511904761904,0.6297753878066374,0.05058639443992002,0.02062450087148274,0.009787379762724634
5.0,35,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.5781175257034126,1.5781175257034126,1.5781175257034126,0.028770833333333336,0.3049246031746032,0.9200049603174604,0.05838763104749487,0.0,0.0
5.0,36,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,3.940414062675365,3.940414062675365,3.940414062675365,0.03989583333333333,0.4497867063492064,0.9768651244588746,0.05961294200206532,1.7062258999075117e-05,1.4929476624190728e-05
5.0,37,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,1.7775405022317798,1.7775405022317798,1.7775405022317798,0.0771875,0.7958650793650791,0.8692746742636447,0.06271134442164118,0.0005147742672564439,0.000698177949714774
5.0,38,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.5558071916619867,1.5558071916619867,1.5558071916619867,0.12110416666666665,0.2583333333333333,0.8147470376845378,0.022100386796363777,0.0,0.0
5.0,39,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.3622980962663953,2.3622980962663953,2.3622980962663953,0.02270833333333333,0.9182291666666665,0.9774980158730158,0.04554518310091501,4.265564749768779e-06,5.687419666358372e-06
5.0,40,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,1.689828544964601,1.689828544964601,1.689828544964601,0.08149999999999999,0.7013501984126986,0.8448645011034714,0.06595450668060077,0.001481483654147132,0.0019372032996016007
5.0,41,1,1,1,1,1,1,0.007375586548430901,0.007375586548430901,0.0,0,0,0,4.9643351686051895,4.9643351686051895,4.9643351686051895,0.6074375000000001,0.09533333333333335,0.19759270345667393,0.027373745390330315,0.029105421334526472,0.015021189480337028
5.0,42,1,1,1,1,1,1,0.03091974117703608,0.03091974117703608,0.0,0,0,0,4.713616399320245,4.713616399320245,4.713616399320245,0.46221130952380945,0.23813690476190477,0.4526915213054917,0.027640328418538664,0.02817045360159274,0.011892187382028343
5.0,43,3,3,3,3,3,3,0.006871910725323005,0.006871910725323005,0.0,0,0,0,6.2371509820486155,6.2371509820486155,6.2371509820486155,0.3013392857142857,0.21998511904761908,0.7733612012987013,0.06115487947134433,0.0007153339122122655,0.0019287890704017846
5.0,44,3,3,1,3,3,1,0.006622848127195047,0.006622848127195047,0.0,0,0,0,3.6667765516907442,3.6667765516907442,3.6667765516907442,0.42008333333333303,0.1528154761904761,0.3089756399646106,0.0344592475967991,0.0032585437435579466,0.0032533428678339594
5.0,45,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.202430338525912,3.202430338525912,3.202430338525912,0.16768154761904752,0.7426547619047618,0.6812539821289819,0.04256768615554657,0.00022998411588553532,0.00016697239520900586
5.0,46,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.1347940836563195,3.1347940836563195,3.1347940836563195,0.061729166666666675,0.8367946428571429,0.7798889027639027,0.04205182996152148,0.000809785638086825,0.00042820585099502534
5.0,47,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.96175390776667,1.96175390776667,1.96175390776667,0.10235416666666666,0.8249603174603173,0.8211420818764565,0.006232968782926774,0.0,5.687419666358372e-06
5.0,48,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.537910138353109,2.537910138353109,2.537910138353109,0.8936577380952379,0.10269246031746032,0.6599674561549559,0.005197061602340277,0.0,5.687419666358372e-06
5.0,49,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,1.840314443249201,1.840314443249201,1.840314443249201,0.853458333333333,0.04435416666666667,0.7602356150793648,0.006221364149157478,0.0,0.0
5.0,50,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.8403382926599163,1.8403382926599163,1.8403382926599163,0.09273809523809523,0.19989087301587305,0.8846644483988234,0.014110779751905955,0.0,0.0
5.0,51,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,1.9059361330394111,1.9059361330394111,1.9059361330394111,0.8577648809523807,0.029333333333333333,0.9480570436507937,0.0071008122067686905,0.0,0.0
5.0,52,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.134404738344265,2.134404738344265,2.134404738344265,0.6550967261904762,0.11875892857142858,0.7475069895382397,0.03565903384525318,0.00026794578454324234,7.347583788843164e-05
5.0,53,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,1.8554495418290138,1.8554495418290138,1.8554495418290138,0.7118095238095239,0.05633333333333334,0.6811175421800418,0.018502264837540753,0.0003985072138057794,9.961517977116989e-05
5.0,54,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.4084579721497383,1.4084579721497383,1.4084579721497383,0.08210416666666667,0.8460446428571428,0.8261678755272502,0.005934444747646888,0.0,0.0
5.0,55,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,5.010021190965499,5.010021190965499,5.010021190965499,0.7655937500000002,0.3816106150793653,0.925409902597403,0.04460445231202162,0.00013574936618764748,0.00016764635200797903
5.0,56,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,3.432262997014141,3.432262997014141,3.432262997014141,0.3275654761904762,0.1353749999999999,0.7112175404252606,0.047423691618454666,0.0018190551332252253,0.0029025627055316847
5.0,57,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.601436875039647,2.601436875039647,2.601436875039647,0.5979166666666665,0.13485416666666666,0.7833823131525338,0.0421061335673528,0.0015011145224479911,0.002870978576422809
5.0,58,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,3.2201799493333993,3.2201799493333993,3.2201799493333993,0.25093303571428577,0.6097351190476191,0.751781746031746,0.05235883008873273,0.000809785638086825,0.0004948435324688677
5.0,59,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.528054650230097,2.528054650230097,2.528054650230097,0.09879166666666667,0.8970863095238093,0.8180183219558218,0.012051574708218375,0.0,0.0
5.0,60,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.8471170694459818,2.8471170694459818,2.8471170694459818,0.603017857142857,0.08381249999999998,0.7689419330669329,0.011938327103978859,4.265564749768779e-06,4.265564749768779e-06
5.0,61,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,2.406410024618552,2.406410024618552,2.406410024618552,0.21116666666666664,0.5577564484126988,0.8426969835719835,0.013680686666661472,0.0,5.687419666358372e-06
5.0,62,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,7.761045165956389,7.761045165956389,7.761045165956389,0.08749305555555557,0.8773244047619048,0.8382778679653679,0.04991875043077653,0.0007638969302730996,0.00218658467476788
5.0,63,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.966550728565929,2.966550728565929,2.966550728565929,0.6991220238095235,0.12714583333333335,0.6646400162337662,0.037386729881762316,0.0009427986013131933,0.0022452789186694073
5.0,64,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.0129186602562696,2.0129186602562696,2.0129186602562696,0.6905520833333334,0.09790922619047619,0.7644247835497837,0.028064883641592427,0.0,0.0
5.0,65,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.7095637367327794,1.7095637367327794,1.7095637367327794,0.058395833333333334,0.6276835317460318,0.9089112103174604,0.03787488887336311,0.0,0.0
5.0,66,1,1|3,3,1,1,3,0.03138122831986774,0.03138122831986774,0.0,0,0,1,2.202656400095338,2.202656400095338,2.202656400095338,0.6971041666666664,0.115860119047619,0.6637871791198995,0.03429307173858844,0.0016197724826876104,0.002108375803172917
5.0,67,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.699404146380945,2.699404146380945,2.699404146380945,0.607186011904762,0.14168154761904758,0.7841066468253969,0.04360465634277897,0.0006883300485528808,0.0020803511824398317
5.0,68,1,1,1,1,1,1,0.057717810433482175,0.057717810433482175,0.0,0,0,0,3.6384464929333986,3.6384464929333986,3.6384464929333986,0.46729464285714306,0.058416666666666665,0.400325224407945,0.03284494675367072,0.029743651614396568,0.013365219376548674
5.0,69,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.532141525705946,2.532141525705946,2.532141525705946,0.6491874999999999,0.1405535714285714,0.7892260180587385,0.03798063070153749,0.0010449834652060499,0.0026141871077540336
5.0,70,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.252335669093159,2.252335669093159,2.252335669093159,0.7268958333333333,0.08574999999999999,0.7884196255133753,0.02308663143034584,0.0,0.0
5.0,71,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.6108883164543637,1.6108883164543637,1.6108883164543637,0.13404166666666664,0.34210416666666665,0.8012914325258076,0.0015778132923001177,0.0,5.687419666358372e-06
5.0,72,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.1732534718631684,2.1732534718631684,2.1732534718631684,0.5904970238095237,0.06591666666666667,0.830152560266531,0.04072806489690741,0.0004930511515659514,0.0002609712046401773
5.0,73,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,7.662269101649455,7.662269101649455,7.662269101649455,0.7564895833333333,0.11050297619047621,0.592674918831168,0.013311526687831744,0.001002217981458769,0.0014154448317237876
5.0,74,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0,0,0,8.48303135587498,8.48303135587498,8.48303135587498,0.7851354166666665,0.1613958333333333,0.5464482774170264,0.012256552742049958,0.0011166395238975716,0.0015456300137761494
5.5,0,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.286780037249999,2.286780037249999,2.286780037249999,0.2266964285714286,0.7041666666666666,0.7201162205849707,0.0013639565151397184,0.0,5.687419666358372e-06
5.5,1,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.3302594566414387,2.3302594566414387,2.3302594566414387,0.3953020833333331,0.5549895833333334,0.49287465312465245,0.017422383517089007,0.0006950249005539919,0.00042820585099502534
5.5,2,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,2.630963795753651,2.630963795753651,2.630963795753651,0.15877083333333333,0.806540674603174,0.7435141056859801,0.006505184989279298,0.0,5.687419666358372e-06
5.5,3,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,2.4176762392259903,2.4176762392259903,2.4176762392259903,0.21929166666666663,0.5484280753968256,0.9007276924464425,0.022245641309294597,0.0004198350375546233,0.00010814630927070745
5.5,4,1,1,1,1,1,1,0.0,0.0,0.0,0,0,0,3.337153836053883,3.337153836053883,3.337153836053883,0.3826294642857141,0.1486488095238095,0.5006719505984206,0.03195580171261871,0.018398789619170776,0.006625414485832121
5.5,5,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,2.394287005222311,2.394287005222311,2.394287005222311,0.49937500000000007,0.10806249999999996,0.715982187950938,0.028855001659452845,0.0014127547581063054,0.0004267160053551189
5.5,6,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.914216234166171,1.914216234166171,1.914216234166171,0.4764032738095237,0.15684672619047618,0.7329811958874457,0.05153498925455573,0.0006950249005539919,0.00042251843132866694
5.5,7,3,3,2|3,3,3,2,0.0,0.0,0.0,0,0,0,5.230596976870318,5.230596976870318,5.230596976870318,0.5331116071428572,0.41267906746031763,0.8429954534844241,0.051950175096428894,0.0010372656221261359,0.0009446088274530341
5.5,8,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.459076712560999,2.459076712560999,2.459076712560999,0.7634082341269839,0.09911011904761902,0.788214285714286,0.02088937937917533,0.0007414277812436534,0.0020803511824398317
5.5,9,3,2|3,2|3,3,2,2,0.0,0.0,0.0,1,0,1,2.9304442646253137,2.9304442646253137,2.9304442646253137,0.09441666666666666,0.8166478174603178,0.8809841269841269,0.020232003820525177,0.0006449349878687604,0.0020239376035504747
5.5,10,3,3,3,3,3,3,0.0,0.0,0.0,0,0,0,1.8564885707493488,1.8564885707493488,1.8564885707493488,0.05820833333333333,0.49079662698412696,0.8780245535714286,0.008948347632850585,0.0006449349878687604,0.0020239376035504747
5.5,11,3,1|3,1|3,3,1,1,0.0,0.0,0.0,1,0,1,2.2246031799264525,2.2246031799264525,2.2246031799264525,0.8801815476190477,0.10020238095238093,0.8348859126984128,0.008707973886357247,0.0006449349878687604,0.0020239376035504747
5.5,12,2|3,2|3,1|2|3,2,2,1,0.0,0.0,0.0,0,0,0,2.1617350968638416,2.1617350968638416,2.1617350968638416,0.7601235119047621,0.3727023809523811,0.76071626984127,0.02895618168918471,4.33950606841204e-05,5.641357888935652e-05
5.5,13,1|2|3,1|2|3,1|2|3,1,1,1,0.0,0.0,0.0,0,0,0,1.5512685364252374,1.5512685364252374,1.5512685364252374,0.8469166666666665,0.188485119047619,0.5009703872516369,0.001488691686413017,0.0,5.687419666358372e-06
5.5,14,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0,0,0,1.6057072454505694,1.6057072454505694,1.6057072454505694,0.06777083333333334,0.7928154761904764,0.8752167797480297,0.010825750416238915,5.7363297440541584e-05,0.0
5.5,15,3,3,1|3,3,3,1,0.0,0.0,0.0,0,0,0,2.14925549942442,2.14925549942442,2.14925549942442,0.6171696428571428,0.07501488095238097,0.9420213293650795,0.04716102167136563,0.0006950249005539919,0.00042251843132866694
